source,source_url,project_name,full_name,description,stars,forks,language,topics,owner_type,license
"GitHub","https://github.com/rulego/rulego","rulego","rulego/rulego","⛓️RuleGo is a lightweight, high-performance, embedded, next-generation component orchestration rule engine framework for Go.","1430","137","Go","ai, automation, data-flow, edge-computing, go, intergrations, iot, ipaas, low-code, low-code-framework, mcp, mcp-client, mcp-server, rule-engine, rulego, workflow, workflow-automation, workflow-engine","Organization","Apache License 2.0"
"GitHub","https://github.com/jeremylongshore/claude-code-plugins-plus-skills","claude-code-plugins-plus-skills","jeremylongshore/claude-code-plugins-plus-skills","270+ Claude Code plugins with 739 agent skills. Production orchestration patterns, interactive tutorials (11 Jupyter notebooks), and CCPI package manager. 4.13.0","1381","166","Python","ai, ai-agents, anthropic, automation, claude-code, claude-code-plugins, developer-tools, devops, jupyter-notebooks, llm, mcp, orchestration, plugin-marketplace, productivity, skills, tutorials","User","Other"
"GitHub","https://github.com/obsei/obsei","obsei","obsei/obsei","Obsei is a low code AI powered automation tool. It can be used in various business flows like social listening, AI based alerting, brand image analysis, comparative study and more .","1374","176","Python","anonymization, artificial-intelligence, business-process-automation, customer-engagement, customer-support, issue-tracking-system, low-code, lowcode, natural-language-processing, nlp, process-automation, python, sentiment-analysis, social-listening, social-network-analysis, text-analysis, text-analytics, text-classification, workflow, workflow-automation","Organization","Apache License 2.0"
"GitHub","https://github.com/lucaswalter/n8n-ai-automations","n8n-ai-automations","lucaswalter/n8n-ai-automations","Collection of n8n workflows, n8n templates, AI automations, and AI agents created for The Recap AI YouTube channel and the AI Automation Mastery free Skool community.","1309","410","null","agentic-ai, agentic-workflows, agents, ai, ai-agents, artificial-intelligence, automation, n8n, n8n-automation, n8n-workflow","User",""
"GitHub","https://github.com/Darwin-lfl/langmanus","langmanus","Darwin-lfl/langmanus","A community-driven AI automation framework that builds upon the incredible work of the open source community. Our goal is to combine language models with specialized tools for tasks like web search, crawling, and Python code execution, while giving back to the community that made this possible.","1302","1202","null","","User","MIT License"
"GitHub","https://github.com/SynkraAI/aios-core","aios-core","SynkraAI/aios-core","Synkra AIOS: AI-Orchestrated System for Full Stack Development - Core Framework v4.0","1253","418","JavaScript","agents, ai, ai-agents, automation, claude, cli, development, framework, fullstack, nodejs, orchestration, typescript","Organization","Other"
"GitHub","https://github.com/tinyfish-io/agentql","agentql","tinyfish-io/agentql","AgentQL is a suite of tools for connecting your AI to the web. Featuring a query language and Playwright integrations for interacting with elements and extracting data quickly, precisely, and at scale. Includes REST API, Python and JavaScript SDKs, browser debugger.","1231","145","Python","agent, ai, aiagent, automation, javascript, playwright, python, rpa, scraping, web, web-scraping, web-scraping-colabs, web-scraping-javascript, web-scraping-python, web-scrapping, webagent","Organization","MIT License"
"GitHub","https://github.com/firecrawl/open-scouts","open-scouts","firecrawl/open-scouts","🔥 AI-powered web monitoring platform. Create automated scouts that search the web and send email alerts when they find what you're looking for. ","1223","170","TypeScript","ai-agents, alerts, automation, email-notifications, firecrawl, nextjs, open-source, openai, posthog, react, resend, supabase, tailwindcss, typescript, vercel, web-monitoring, web-scraping","Organization",""
"GitHub","https://github.com/EmergenceAI/Agent-E","Agent-E","EmergenceAI/Agent-E","Agent driven automation starting with the web. Try it: https://www.emergence.ai/web-automation-api","1214","179","Python","","Organization","MIT License"
"GitHub","https://github.com/ai-to-ai/Auto-Gmail-Creator","Auto-Gmail-Creator","ai-to-ai/Auto-Gmail-Creator","Open Source Bulk Auto Gmail Creator Bot with Selenium & Seleniumwire ( Python ). Feel free to contact me with Django/Flask, ML, AI, GPT, Automation, Scraping.","1172","660","Python","account, auto-create-gmail, automation, csv, gmail, gmail-bot, google, mail, pip, python, python3, registeration, requests, scraping, selenium, selenium-webdriver, seleniumwire, sms, webdrivermanager","User",""
"GitHub","https://github.com/testsigmahq/testsigma","testsigma","testsigmahq/testsigma","Testsigma is an agentic test automation platform powered by AI-coworkers that work alongside QA teams to simplify testing, accelerate releases and improve quality across web, mobile, desktop, API, and applications like Salesforce and SAP.","1154","246","Java","automated-testing, automation, automation-tools, browser-testing, cross-browser-testing, devops, e2e-testing, end-to-end-testing, functional-testing, mobile-testing, regression-testing, selenuim, test, test-automation, test-automation-framework, test-framework, testing, testing-tools, testsigma, web-testing","Organization","Apache License 2.0"
"GitHub","https://github.com/cline/cline","cline","cline/cline","Autonomous coding agent right in your IDE, capable of creating/editing files, executing commands, using the browser, and more with your permission every step of the way.","58096","5783","TypeScript","","Organization","Apache License 2.0"
"GitHub","https://github.com/ChromeDevTools/chrome-devtools-mcp","chrome-devtools-mcp","ChromeDevTools/chrome-devtools-mcp","Chrome DevTools for coding agents","25814","1519","TypeScript","browser, chrome, chrome-devtools, debugging, devtools, mcp, mcp-server, puppeteer","Organization","Apache License 2.0"
"GitHub","https://github.com/faisalman/ua-parser-js","ua-parser-js","faisalman/ua-parser-js","UAParser.js - The Essential Web Development Tool for User-Agent Detection. Detect Browsers, OS, Devices, Bots, Apps, AI Crawlers, and more. Run in Browser (client-side) or Node.js (server-side).","10053","1221","JavaScript","analytics, bot-detection, browser-detection, client-hints, device-detection, mobile-detection, user-agent, user-agent-parser","User","GNU Affero General Public License v3.0"
"GitHub","https://github.com/browseros-ai/BrowserOS","BrowserOS","browseros-ai/BrowserOS","🌐 The open-source Agentic browser; alternative to ChatGPT Atlas, Perplexity Comet, Dia.","9368","895","C++","agent, browser, browseros, chromium, hacktoberfest, linux, llm, lmstudio, macos, ollama, windows","Organization","GNU Affero General Public License v3.0"
"GitHub","https://github.com/steel-dev/steel-browser","steel-browser","steel-dev/steel-browser","🔥 Open Source Browser API for AI Agents & Apps. Steel Browser is a batteries-included browser sandbox that lets you automate the web without worrying about infrastructure.","6436","916","TypeScript","ai, ai-agents, ai-tools, browser-automation, llm","Organization","Apache License 2.0"
"GitHub","https://github.com/lavague-ai/LaVague","LaVague","lavague-ai/LaVague","Large Action Model framework to develop AI Web Agents","6299","576","Python","ai, browser, large-action-model, llm, oss, rag","Organization","Apache License 2.0"
"GitHub","https://github.com/jenssegers/agent","agent","jenssegers/agent","👮 A PHP desktop/mobile user agent parser with support for Laravel, based on Mobiledetect","4734","514","PHP","accept-language, browser, mobile-detect, platform, robot, user-agent","User","MIT License"
"GitHub","https://github.com/gptme/gptme","gptme","gptme/gptme","Your agent in your terminal, equipped with local tools: writes code, uses the terminal, browses the web. Make your own persistent autonomous agent on top!","4193","352","Python","agent, agents, ai-agents, ai-assistant, anthropic, chatbot, chatgpt, cli, code-generation, llamacpp, llm, llm-agent, llm-apps, openai, openrouter, rag","Organization","MIT License"
"GitHub","https://github.com/amantus-ai/vibetunnel","vibetunnel","amantus-ai/vibetunnel","Turn any browser into your terminal & command your agents on the go.","3996","275","TypeScript","remote, terminal, vibecoding","Organization","MIT License"
"GitHub","https://github.com/JetBrains/koog","koog","JetBrains/koog","Koog is the official Kotlin framework for building predictable, fault-tolerant and enterprise-ready AI agents across all platforms – from backend services to Android and iOS, JVM, and even in-browser environments. Koog is based on our AI products expertise and provides proven solutions for complex LLM and AI problems","3728","320","Kotlin","agentframework, agentic-ai, agents, ai, ai-agents-framework, aiagentframework, android-ai, anthropic, genai, generative-ai, java, jvm, kotlin, ktor, llm, mcp, multi-agent-systems, ollama, openai, spring","Organization","Apache License 2.0"
"GitHub","https://github.com/SawyerHood/dev-browser","dev-browser","SawyerHood/dev-browser","A Claude Skill to give your agent the ability to use a web browser","3588","231","TypeScript","claude-code, playwright, skills","User","MIT License"
"GitHub","https://github.com/matomo-org/device-detector","device-detector","matomo-org/device-detector","The Universal Device Detection library will parse any User Agent and detect the browser, operating system, device used (desktop, tablet, mobile, tv, cars, console, etc.), brand and model. ","3436","507","PHP","bot-detection, detection-library, device-detector, hacktoberfest, mobile-detection, php, user-agent","Organization","GNU Lesser General Public License v3.0"
"GitHub","https://github.com/ElricLiu/AutoGPT-Next-Web","AutoGPT-Next-Web","ElricLiu/AutoGPT-Next-Web","🤖 Assemble, configure, and deploy autonomous AI Agents in your browser.一键免费部署你的私人AutoGPT 网页应用","3012","1371","TypeScript","auto-gpt, connect-ai, docker, docker-compose, langchangjs, llm, nextjs, openai, react, vercel","User","GNU General Public License v3.0"
"GitHub","https://github.com/remorses/playwriter","playwriter","remorses/playwriter","Chrome extension to let agents control your browser. Runs Playwright snippets in a stateful sandbox. Available as CLI or MCP","2847","110","HTML","mcp, playwright","User","MIT License"
"GitHub","https://github.com/agent-infra/sandbox","sandbox","agent-infra/sandbox","All-in-One Sandbox for AI Agents that combines Browser, Shell, File, MCP and VSCode Server in a single Docker container.","2558","225","Python","agent, all-in-one, browser, filesystem, mcp, sandbox, shell","Organization","Apache License 2.0"
"GitHub","https://github.com/semanser/codel","codel","semanser/codel","✨ Fully autonomous AI Agent that can perform complicated tasks and projects using terminal, browser, and editor.","2438","199","TypeScript","agent, ai, autonomous-agents, bot, devin, llama2, llms, ollama, openai","User","GNU Affero General Public License v3.0"
"GitHub","https://github.com/lmnr-ai/index","index","lmnr-ai/index","The SOTA Open-Source Browser Agent for autonomously performing complex tasks on the web","2330","123","Python","ai, ai-agent, browser-agent, claude-3-7-sonnet, gemini-pro, llm, sota","Organization","Apache License 2.0"
"GitHub","https://github.com/vytal-io/vytal-extension","vytal-extension","vytal-io/vytal-extension","Browser extension to spoof timezone, geolocation, locale and user agent.","1972","116","TypeScript","browser, browser-scan, chrome, chrome-debugger, chrome-debugger-protocol, chrome-extension, debugger, extension, fingerprint, fingerprinting, ip-address, javascript, privacy, react, sercurity, timezone, user-agent, vpn","Organization","GNU General Public License v3.0"
"GitHub","https://github.com/heshengtao/super-agent-party","super-agent-party","heshengtao/super-agent-party","⭐ All-in-one AI companion! Desktop girlfriend + virtual streamer + IM bot + browser control + smart home control + computer control + virtual reality, and everything else you can imagine!⭐全能型AI伴侣！桌面女友 + 虚拟主播 + 即时通讯机器人 + 浏览器控制 + 智能家居控制 + 电脑控制 + 虚拟现实 等你能想到的一切功能！","1722","167","JavaScript","claude-code, comfyui, deep-thinking, dify, discord-bot, home-assistant, im-bot, imbot, knowledge-base, livestream, llm, mcp, neuro-sama, qqbot, sap, sillytavern, super-agent-party, telegrambot, vrm, vroid","User","GNU Affero General Public License v3.0"
"GitHub","https://github.com/selwin/python-user-agents","python-user-agents","selwin/python-user-agents","A Python library that provides an easy way to identify devices like mobile phones, tablets and their capabilities by parsing (browser) user agent strings.","1515","197","Python","browser-detection, python, user-agent-detection","User","MIT License"
"GitHub","https://github.com/McGill-NLP/webllama","webllama","McGill-NLP/webllama","Llama-3 agents that can browse the web by following instructions and talking to you","1404","105","Python","","Organization","MIT License"
"GitHub","https://github.com/ray-lothian/UserAgent-Switcher","UserAgent-Switcher","ray-lothian/UserAgent-Switcher","A User-Agent spoofer browser extension that is highly configurable","1355","182","JavaScript","browser-extension, chrome, firefox, javascript, spoof, user-agent, webextension","User","Mozilla Public License 2.0"
"GitHub","https://github.com/actionbook/actionbook","actionbook","actionbook/actionbook","Browser action engine for AI agents. 10× faster, resilient by design.","1176","86","TypeScript","ai-agents, browser-automation, rust, skills","Organization","Apache License 2.0"
"GitHub","https://github.com/browserable/browserable","browserable","browserable/browserable","Open source and self-hostable browser automation library for AI agents","1132","96","JavaScript","ai-agents, ai-tools, browser-automation, browser-use, browser-use-js, deep-research, javascript, llm, playwright","Organization","MIT License"
"GitHub","https://github.com/AIPexStudio/AIPex","AIPex","AIPexStudio/AIPex","AIPex: AI browser automation assistant, no migration and privacy first. Alternative to Manus Browser Operator、 Claude Chrome and Agent Browser","1067","107","TypeScript","accessbility-testing, agent-browser, agent-skills, browser-automation, browser-use, chatgpt-atlas-alternative, chrome-extension, claude-chrome, claude-for-chrome, gemini, gemini-chrome, mcp, tab-management","Organization","MIT License"
"GitHub","https://github.com/hyperbrowserai/HyperAgent","HyperAgent","hyperbrowserai/HyperAgent","AI Browser Automation","1054","129","TypeScript","agent, ai, automation, chrome, llm, playwright, web","Organization","Other"
"GitHub","https://github.com/leoning60/browsernode","browsernode","leoning60/browsernode","🌐 Make websites accessible for AI agents. Automate tasks online with ease.","1030","109","TypeScript","ai-agents, ai-tools, browser-automation, browsernode, javascript, llm, playwright, typescript","User","MIT License"
"GitHub","https://github.com/Planetary-Computers/autotab-starter","autotab-starter","Planetary-Computers/autotab-starter","Build browser agents for real world tasks","1014","65","Python","agent, ai, automation, browser","Organization","MIT License"
"GitHub","https://github.com/oxylabs/browser-agent-py","browser-agent-py","oxylabs/browser-agent-py","AI Browser Agent is an advanced Browser AI tool developed by Oxylabs AI Studio that automates real user browsing tasks using natural language instructions.","965","0","null","ai-agent, ai-agents, ai-browser, ai-studio, browser-agent, browser-ai, browser-automation, browser-automation-studio","Organization",""
"GitHub","https://github.com/test-zeus-ai/testzeus-hercules","testzeus-hercules","test-zeus-ai/testzeus-hercules","Hercules is the world’s first open-source testing agent, enabling UI, API, Security, Accessibility, and Visual validations – all without code or maintenance. Automate testing effortlessly and let Hercules handle the heavy lifting! ⚡","937","144","Python","agent, agentic-ai, agents, ai, autogen, automation, browser, end-to-end-testing, hercules, large-action-model, playwright, qa-automation, rpa, software-testing, test-automation, testing, testing-tools, testzeus","Organization","GNU Affero General Public License v3.0"
"GitHub","https://github.com/can1357/oh-my-pi","oh-my-pi","can1357/oh-my-pi","⌥  AI Coding agent for the terminal — hash-anchored edits, optimized tool harness, LSP, Python, browser, subagents, and more","886","59","TypeScript","ai-agent, ai-coding-agent, anthropic, bun, claude, cli, coding-assistant, llm, mcp, multi-provider, openai, rust, terminal, tui, typescript","User","MIT License"
"GitHub","https://github.com/browser-use/vibetest-use","vibetest-use","browser-use/vibetest-use","Vibetest MCP - automated QA testing using Browser-Use agents","764","76","Python","agents, browser, claude, cursor, mcp, mcp-server","Organization",""
"GitHub","https://github.com/browserwing/browserwing","browserwing","browserwing/browserwing","BrowserWing turns your browser actions into MCP commands Or Claude Skill, allowing AI agents to control browsers efficiently and reliably. Say goodbye to slow, token-heavy LLM interactions — let agents call commands directly for faster automation. Perfect for AI-driven tasks, browser automation, and boosting productivity.","748","78","TypeScript","aibrowser, golang, llm, react","Organization","MIT License"
"GitHub","https://github.com/tarampampam/random-user-agent","random-user-agent","tarampampam/random-user-agent","😎 Browser extension that automatically replaces the User-Agent with a randomized one","732","77","TypeScript","browser-extension, chrome-extension, firefox-extension, switcher, typescript, user-agent","User","MIT License"
"GitHub","https://github.com/m1guelpf/browser-agent","browser-agent","m1guelpf/browser-agent","A browser AI agent, using GPT-4","728","68","Rust","","User","MIT License"
"GitHub","https://github.com/ulixee/secret-agent","secret-agent","ulixee/secret-agent","The web scraper that's nearly impossible to block - now called @ulixee/hero","728","49","TypeScript","automated, browser, chromium, devtools, mitm, mitmproxy, playwright, proxy, puppeteer, scraping, secretagent, stealth","Organization","MIT License"
"GitHub","https://github.com/w3c/webdriver","webdriver","w3c/webdriver","Remote control interface that enables introspection and control of user agents.","710","217","HTML","automation, browser, remote-control, standard, w3c-specification, webdriver","Organization","Other"
"GitHub","https://github.com/sentient-engineering/jobber","jobber","sentient-engineering/jobber","browser controlling AI agent that applies to relavant jobs on internet autonomously. join chat @ https://discord.gg/umgnyQU2K8","659","110","Python","","Organization","MIT License"
"GitHub","https://github.com/kernel/kernel-images","kernel-images","kernel/kernel-images","Browsers-as-a-service for automations and web agents","658","41","Go","ai, browser, container, docker, infrastructure, unikernel, vm","Organization","Apache License 2.0"
"GitHub","https://github.com/selwin/django-user_agents","django-user_agents","selwin/django-user_agents","A django package that allows easy identification of visitor's browser, OS and device information,  including whether the visitor uses a mobile phone, tablet or a touch capable device.","650","104","Python","","User","MIT License"
"GitHub","https://github.com/dillbyrne/random-agent-spoofer","random-agent-spoofer","dillbyrne/random-agent-spoofer","Firefox addon - Rotates complete browser profiles ( from real browsers / devices ) at a user defined time interval. It includes many extra privacy enhancing options","623","106","JavaScript","","User","GNU General Public License v3.0"
"GitHub","https://github.com/liveloveapp/hashbrown","hashbrown","liveloveapp/hashbrown","Hashbrown is a framework for building agents that run the browser. Built for Angular and React.","621","53","TypeScript","ai, angular, llms, react, typescript, ui, ux","Organization","Other"
"GitHub","https://github.com/donatj/PhpUserAgent","PhpUserAgent","donatj/PhpUserAgent","Lightning Fast, Minimalist PHP User Agent String Parser.","596","127","PHP","browser, composer, php, ua-parser, user-agent-parser","User","MIT License"
"GitHub","https://github.com/cbschuld/Browser.php","Browser.php","cbschuld/Browser.php","A PHP Class to detect a user's Browser.  This encapsulation provides a breakdown of the browser and the version of the browser using the browser's user-agent string.  This is not a guaranteed solution but provides an overall accurate way to detect what browser a user is using.","585","294","PHP","browser, php, user-agent, useragent","User","MIT License"
"GitHub","https://github.com/normal-computing/fuji-web","fuji-web","normal-computing/fuji-web","Fuji is an AI agent that lives in your browser's sidepanel. You can now get tasks done online with a single command!","584","57","TypeScript","ai, ai-agent, browser-extension, gpt, llm, react, web-agent","Organization","Apache License 2.0"
"GitHub","https://github.com/suitedaces/computer-agent","computer-agent","suitedaces/computer-agent","Desktop app to control your computer with AI using your terminal, browser, mouse & keyboard","583","72","Rust","ai, ai-tools, anthropic, claude-3-5-sonnet, claude-4-5-sonnet, computer-use, gui, react, reactjs, rust, typescript","User","Other"
"GitHub","https://github.com/sentient-engineering/sentient","sentient","sentient-engineering/sentient","the framework/ sdk that lets you build browser controlling agents in 3 lines of code. join chat @ https://discord.gg/umgnyQU2K8","566","70","Python","","Organization","MIT License"
"GitHub","https://github.com/etsd-tech/mcp-pointer","mcp-pointer","etsd-tech/mcp-pointer","MCP tool: let you point at DOM elements for your favorite agentic coding tool. Let AI see what you see.","559","51","TypeScript","agentic-coding, browser, claude-code, cursor, dom, dom-element, mcp, mcp-server, pointing, stdio","Organization","MIT License"
"GitHub","https://github.com/waynesutton/markdown-site","markdown-site","waynesutton/markdown-site","An open-source publishing framework built for AI agents and developers to ship websites, docs, or blogs. Write markdown, sync from the terminal. Your content is instantly available to browsers, LLMs, and AI agents. Built on Convex and Netlify.","546","85","TypeScript","cms, convex, markdown, open-source, sync","User","MIT License"
"GitHub","https://github.com/BuilderIO/gpt-assistant","gpt-assistant","BuilderIO/gpt-assistant","An experiment to give an autonomous GPT agent access to a browser and have it accomplish tasks","521","62","TypeScript","","Organization",""
"GitHub","https://github.com/openkursar/hello-halo","hello-halo","openkursar/hello-halo","Open-source Claude Code GUI — like Claude Cowork. Visual AI assistant with remote access, file management, and built-in AI browser.","501","53","TypeScript","agent, claudecode, cowork","Organization","Other"
"GitHub","https://github.com/etienne-martin/device-detector-js","device-detector-js","etienne-martin/device-detector-js","A precise user agent parser and device detector written in TypeScript","500","56","TypeScript","bot, browser, desktop, detector, device, mobile, nodejs, os, parser, phone, tablet, typescript, user-agent, user-agent-parser","User","GNU Lesser General Public License v3.0"
"GitHub","https://github.com/OTA-Tech-AI/web-agent-protocol","web-agent-protocol","OTA-Tech-AI/web-agent-protocol","🌐Web Agent Protocol (WAP) - Record and replay user interactions in the browser with MCP support","491","86","Python","ai-agents, ai-tools, browser-automation, browser-use, llm, mcp, mcp-server, modelcontextprotocol, playwright, python, record-replay, wap, web-agent-protocol, web-agents","User","MIT License"
"GitHub","https://github.com/jo-inc/camofox-browser","camofox-browser","jo-inc/camofox-browser","Headless browser automation server for AI agents to visit sites that are usually blocked","479","64","JavaScript","","Organization","MIT License"
"GitHub","https://github.com/abhigyanpatwari/GitNexus","GitNexus","abhigyanpatwari/GitNexus","GitNexus: The Zero-Server Code Intelligence Engine -       GitNexus is a client-side knowledge graph creator that runs entirely in your browser. Drop in a GitHub repo or ZIP file, and get an interactive knowledge graph wit a built in Graph RAG Agent. Perfect for code exploration","471","47","TypeScript","","User","Other"
"GitHub","https://github.com/tamimibrahim17/List-of-user-agents","List-of-user-agents","tamimibrahim17/List-of-user-agents","List of major web + mobile browser user agent strings. +1 Bonus script to scrape :) ","459","221","Python","honeypot, python, scraping, user-agent, user-agent-string","User","MIT License"
"GitHub","https://github.com/idosal/AgentLLM","AgentLLM","idosal/AgentLLM","AgentLLM is a PoC for browser-native autonomous agents","457","88","JavaScript","agents, autogpt, babyagi, browser, chatgpt, langchain, llm, vicuna, webgpu","User","GNU General Public License v3.0"
"GitHub","https://github.com/BrowserOperator/browser-operator-core","browser-operator-core","BrowserOperator/browser-operator-core","Browser Operator - The AI browser with built in Multi-Agent platform! Open source alternative to ChatGPT Atlas, Perplexity Comet, Dia and Microsoft CoPilot Edge Browser","455","72","TypeScript","agent-browser, agent-workflow, agentic-ai, agentic-browser, agentic-framework, agentic-workflow, agents, ai-browser, browser-operator, computer-use, langgraph, llamacpp, llm, mcp, mcp-client, ollama, open-operator, openai, operator","Organization","BSD 3-Clause "New" or "Revised" License"
"GitHub","https://github.com/itbrowser-net/undetectable-fingerprint-browser","undetectable-fingerprint-browser","itbrowser-net/undetectable-fingerprint-browser","Free open-source Multilogin/Incogniton/Kameleo alternative for fingerprint spoofing (Canvas/WebGL/User-Agent). Perfect for Selenium/Playwright/Puppeteer automation, web scraping, social media bots, ads verification, and multi-accounting based on chromium. Avoid bans, bypass anti-bot systems, and prevent tracking with customizable stealth browsing","446","71","null","adspower-free, anti-bot-detection, anti-detect-browser, anti-detect-browser-free, fingerprinting, multilogin-free, playwright, private-browser, puppeteer, selenium, stealth-browsing","User",""
"GitHub","https://github.com/browserbase/skills","skills","browserbase/skills","Claude Agent SDK with a web browsing tool","437","33","TypeScript","","Organization",""
"GitHub","https://github.com/totpero/DeviceDetector.NET","DeviceDetector.NET","totpero/DeviceDetector.NET","The Universal Device Detection library will parse any User Agent and detect the browser, operating system, device used (desktop, tablet, mobile, tv, cars, console, etc.), brand and model. ","399","73","C#","bot-detection, c-sharp, detection-library, dotnet, mobile-detection, user-agent","User","Apache License 2.0"
"GitHub","https://github.com/cosinusalpha/webctl","webctl","cosinusalpha/webctl","Browser automation via CLI — for humans and agents","398","15","Python","","User",""
"GitHub","https://github.com/femto/minion-agent","minion-agent","femto/minion-agent","A simple agent framework that's capable of browser use + mcp + auto instrument + plan + deep  research + more","382","55","Python","","User","MIT License"
"GitHub","https://github.com/OS-Agent-Survey/OS-Agent-Survey","OS-Agent-Survey","OS-Agent-Survey/OS-Agent-Survey","This is the repo for the paper ""OS Agents: A Survey on MLLM-based Agents for Computer, Phone and Browser Use"" (ACL 2025 Oral).","377","19","null","agent, browser-agent, computer-use, computer-using, computer-using-agent, computing-devices, gui, gui-agent, llms, mllms, operator, os-agent, os-agent-survey, phone-use, survey, web-agent","User",""
"GitHub","https://github.com/TheAgenticAI/TheAgenticBrowser","TheAgenticBrowser","TheAgenticAI/TheAgenticBrowser","Open-source AI agent for web automation and scraping.","376","72","Python","","Organization","Other"
"GitHub","https://github.com/trymeka/agent","agent","trymeka/agent","state of the art browsing agent (WebArena 72.7%)","362","15","TypeScript","agentic-ai, agents, large-language-models","Organization","MIT License"
"GitHub","https://github.com/LumenResearch/uasurfer","uasurfer","LumenResearch/uasurfer","Go package for fast and reliable abstraction of browser user agent strings.","354","77","Go","","Organization","Other"
"GitHub","https://github.com/browser-use/desktop","desktop","browser-use/desktop","Browser-Use Desktop app, control your local Chrome browser with AI agents!","346","48","TypeScript","","Organization",""
"GitHub","https://github.com/gojue/moling","moling","gojue/moling","MoLing is a computer-use and browser-use based MCP server. It is a locally deployed, dependency-free office AI assistant.","325","38","Go","agent, ai, ai-agent, ai-assistant, llm, mcp","Organization","Apache License 2.0"
"GitHub","https://github.com/browserslist/browserslist-useragent","browserslist-useragent","browserslist/browserslist-useragent","🦔A utility to match a browserslist query with user agent strings","312","29","TypeScript","browserlist-query, browserslist, useragent","Organization","MIT License"
"GitHub","https://github.com/instructa/browser-echo","browser-echo","instructa/browser-echo","⚡ Stream browser logs to terminal, zero setup, perfect for Ai Agents","299","12","TypeScript","ai, browser, claude-code, codex-cli, cursor, gemini-cli, llm, log, logging","Organization","MIT License"
"GitHub","https://github.com/vdutts7/gpt4V-scraper","gpt4V-scraper","vdutts7/gpt4V-scraper","AI agent that can SEE 👁️, control, navigate, & do stuff for you on your browser.","294","27","JavaScript","ai-agents, browser-automation, gpt-4-vision, puppeteer, web-scraping","User",""
"GitHub","https://github.com/RunanywhereAI/on-device-browser-agent","on-device-browser-agent","RunanywhereAI/on-device-browser-agent","On-device AI browser automation using WebLLM. No cloud, no API keys, fully private.","278","28","TypeScript","","Organization","MIT License"
"GitHub","https://github.com/oldjs/web-code-agent","web-code-agent","oldjs/web-code-agent","Browser-local AI code Q&A engine. Chat with your codebase, ensure privacy, and optimize LLM collaboration.","271","21","TypeScript","ai, ai-augmented-development, code-analysis, code-refactoring, conversational-ai, developer-experience, developer-tools, generative-ai, knowledge-management, legacy-code, llm-toolkit, natural-language-for-code, nlp, privacy, semantic-search, vector-embeddings","User","MIT License"
"GitHub","https://github.com/jazzyalex/agent-sessions","agent-sessions","jazzyalex/agent-sessions","Session browser + Agents Analytics + Limits tracker for Codex CLI,  Claude Code, OpenCode, Gemini CLI, Factory Droid , GitHub Copilot CLI & OpenClaw. Search/filter ALL past sessions,  archive sessions, resume instantly, see rate limits in real-time. Native macOS app.","255","11","Swift","agentic-workflow, agents, ai, antrophic, claude-code, codex, codex-cli, developer-tools, gpt-5, indie-hacker, macos, openai, productivity-tools, session-management, usage-tracking, vibe-coding","User","MIT License"
"GitHub","https://github.com/arouel/uadetector","uadetector","arouel/uadetector","UADetector is a library to identify over 190 different desktop and mobile browsers and 130 other User-Agents like feed readers, email clients and multimedia players. In addition, even more than 400 robots like BingBot, Googlebot or Yahoo Bot can be identified.","249","95","Java","","User","Apache License 2.0"
"GitHub","https://github.com/cloudflare/telescope","telescope","cloudflare/telescope","Cross-browser web performance testing agent","246","26","TypeScript","","Organization","Other"
"GitHub","https://github.com/eyalzh/browser-control-mcp","browser-control-mcp","eyalzh/browser-control-mcp","MCP server paired with a browser extension that enables AI agents to control the user's browser.","243","50","TypeScript","browser-extension, firefox, mcp","User","MIT License"
"GitHub","https://github.com/opendatalab/MinerU","MinerU","opendatalab/MinerU","Transforms complex documents like PDFs into LLM-ready markdown/JSON for your Agentic workflows.","54478","4519","Python","ai4science, document-analysis, extract-data, layout-analysis, ocr, parser, pdf, pdf-converter, pdf-extractor-llm, pdf-extractor-pretrain, pdf-extractor-rag, pdf-parser, python","Organization","GNU Affero General Public License v3.0"
"GitHub","https://github.com/unslothai/unsloth","unsloth","unslothai/unsloth","Fine-tuning & Reinforcement Learning for LLMs. 🦥 Train OpenAI gpt-oss, DeepSeek, Qwen, Llama, Gemma, TTS 2x faster with 70% less VRAM.","52320","4327","Python","agent, deepseek, deepseek-r1, fine-tuning, gemma, gemma3, gpt-oss, llama, llama3, llm, llms, mistral, openai, qwen, qwen3, reinforcement-learning, text-to-speech, tts, unsloth, voice-cloning","Organization","Apache License 2.0"
"GitHub","https://github.com/affaan-m/everything-claude-code","everything-claude-code","affaan-m/everything-claude-code","Complete Claude Code configuration collection - agents, skills, hooks, commands, rules, MCPs. Battle-tested configs from an Anthropic hackathon winner.","47570","5878","JavaScript","ai-agents, anthropic, claude, claude-code, developer-tools, llm, mcp, productivity","User","MIT License"
"GitHub","https://github.com/run-llama/llama_index","llama_index","run-llama/llama_index","LlamaIndex is the leading framework for building LLM-powered agents over your data.","47049","6838","Python","agents, application, data, fine-tuning, framework, llamaindex, llm, multi-agents, rag, vector-database","Organization","MIT License"
"GitHub","https://github.com/2noise/ChatTTS","ChatTTS","2noise/ChatTTS","A generative speech model for daily dialogue.","38712","4207","Python","agent, chat, chatgpt, chattts, chinese, chinese-language, english, english-language, gpt, llm, llm-agent, natural-language-inference, python, text-to-speech, torch, torchaudio, tts","Organization","GNU Affero General Public License v3.0"
